PN Junction I / V
Type:	PN Junction I / V
Trace:	ZF 3.3		ZF 3.3
Tag:	ZF 3.3		ZF 3.3
Colour:	Red		DarkRed
Point	Vf	I (mA)	Vf	I (mA)
0	-0.00137805938720703	0	-0.00156182050704956	0
1	0.237865209579468	0	0.0376688838005066	0
2	0.482069849967957	0	0.0780021548271179	0
3	0.720486044883728	0	0.116681575775146	0
4	0.963220596313477	0	0.156555473804474	0
5	1.20816045999527	0.00197070394642651	0.19799131155014	0
6	1.44850617647171	0.00640542665496469	0.241264581680298	0
7	1.67571407556534	0.018722964450717	0.280495226383209	0
8	1.89373368024826	0.0469708554446697	0.322022914886475	0
9	2.09448152780533	0.105273686349392	0.362448155879974	0
10	2.27124983072281	0.202499628067017	0.402965128421783	0
11	2.4239462018013	0.330110371112823	0.443757891654968	0
12	2.55358248949051	0.500256180763245	0.483447968959808	0
13	2.66383230686188	0.700785100460052	0.523872911930084	0
14	2.75818884372711	0.921844065189362	0.565584540367126	0
15	2.84271413087845	1.16589510440826	0.604355990886688	0
16	2.91354948282242	1.42242836952209	0.644964754581451	0
17	2.97694331407547	1.68241047859192	0.689708054065704	0
18	3.03307944536209	1.9583226442337	0.729030668735504	0
19	3.08498924970627	2.24359679222107	0.770650088787079	0
20	3.13322371244431	2.53215575218201	0.810891330242157	0
21	3.17640519142151	2.83385348320007	0.851592123508453	0
22	3.21434944868088	3.13078784942627	0.892384827136993	0
23	3.24944585561752	3.44233894348145	0.932166874408722	0
24	3.28132712841034	3.75372624397278	0.972775876522064	0
25	3.31293231248856	4.0690541267395	1.01448732614517	0
26	3.34251546859741	4.39670085906982	1.05491232872009	0
27	3.37118130922318	4.71843338012695	1.09570509195328	0.00164232426322997
28	3.39571166038513	5.0459156036377	1.13805943727493	0
29	3.42033439874649	5.37503957748413	1.18170022964478	0
30	3.44385415315628	5.70252227783203	1.22249293327332	0
31	3.46415859460831	6.02425479888916	1.26282614469528	0.00246337987482548
32	3.48216599225998	6.35814094543457	1.30205672979355	0
33	3.50237846374512	6.6981086730957	1.33972609043121	0.00312056532129645
34	3.52084589004517	7.04053544998169	1.38345831632614	0.00361302820965648
35	3.53710776567459	7.3800048828125	1.42048436403275	0.0037773244548589
36	3.55309391021729	7.71110057830811	1.45989865064621	0.0057484544813633
37	3.57009106874466	8.05270671844482	1.49839454889297	0.00656972313299775
38	3.58304470777512	8.3977632522583	1.53707391023636	0.00837591756135225
39	3.5971941947937	8.73986148834229	1.57345652580261	0.0110033806413412
40	3.61143481731415	9.08803462982178	1.61158519983292	0.0124822612851858
41	3.62356263399124	9.4296407699585	1.65265303850174	0.0147815579548478
42	3.63614958524704	9.77995491027832	1.69023007154465	0.0195442344993353
43	3.64864468574524	10.1231985092163	1.72817462682724	0.0211863443255425
44	3.6617819070816	10.4717054367065	1.7656597495079	0.0251277536153793
45	3.67161381244659	10.8234930038452	1.80213433504105	0.0312043745070696
46	3.68171966075897	11.1726541519165	1.83998680114746	0.033503245562315
47	3.6919173002243	11.5188608169556	1.87434828281403	0.0422077551484108
48	3.70257532596588	11.8768873214722	1.90962797403336	0.0472994484007359
49			1.94334656000137	0.0545255057513714
50			1.97743231058121	0.062737338244915
51			2.01059967279434	0.0716063603758812
52			2.04367405176163	0.0847441032528877
53			2.07877045869827	0.0924636870622635
54			2.10973286628723	0.10642397403717
55			2.13940840959549	0.120382986962795
56			2.1704620718956	0.131715804338455
57			2.20078098773956	0.151259616017342
58			2.22779273986816	0.164563149213791
59			2.2554469704628	0.180657804012299
60			2.28254985809326	0.198886811733246
61			2.30937796831131	0.216788932681084
62			2.33547049760818	0.235511049628258
63			2.36000114679337	0.258339494466782
64			2.38563400506973	0.279854446649551
65			2.41053259372711	0.301533877849579
66			2.43221539258957	0.327482044696808
67			2.45490849018097	0.35063910484314
68			2.47659075260162	0.374781489372253
69			2.49836552143097	0.404507845640183
70			2.52004790306091	0.431277275085449
71			2.53989297151566	0.458541095256805
72			2.55955404043198	0.490566313266754
73			2.57765370607376	0.516679883003235
74			2.59657967090607	0.545091390609741
75			2.61550635099411	0.579087734222412
76			2.63406509160995	0.613577604293823
77			2.65152138471603	0.644123554229736
78			2.66649669408798	0.675493240356445
79			2.6823912858963	0.707190334796906
80			2.69846969842911	0.742172420024872
81			2.71280229091644	0.779124855995178
82			2.73007494211197	0.811149656772614
83			2.74505025148392	0.846788942813873
84			2.75837242603302	0.882099688053131
85			2.77141857147217	0.915767014026642
86			2.78308707475662	0.955347299575806
87			2.79861372709274	0.990657567977905
88			2.81166034936905	1.0310583114624
89			2.82626789808273	1.06998348236084
90			2.83766102790833	1.10726320743561
91			2.85061514377594	1.14487242698669
92			2.86311012506485	1.1860955953598
93			2.8739515542984	1.22419834136963
94			2.88433355093002	1.26361453533173
95			2.89563399553299	1.30368661880493
96			2.90619969367981	1.33981823921204
97			2.91814333200455	1.3798919916153
98			2.92870938777924	1.42209982872009
99			2.938172519207	    1.4602016210556
